name,title,url,headshot_image_url,date_updated,department,research_interests,personal_site
Robert Wolcott,,http://www.kellogg.northwestern.edu/faculty/directory/wolcott_robert.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Wolcott_Robert_060216.ashx,20180327,EXECUTIVE EDUCATION,"Wolcott, Robert. 2016. Does your business model look to the future or just defend the past?. Harvard Business Review (hbr.org). HBR.org: 1300 words.The article introduces a new concept, the ""Transitional Business Platform"" or transitional business model.  Transitional models intentionally go to market with an early business concept that anticipates likely future changes, setting the company up to remain ahead as the marketplace changes.  The article uses examples from Netflix, UBER, Tesla and Charles Schwab.  Current technology leaders are the most active in this respect.  The article explores the concept and suggests how incumbents (like Schwab) can apply this model, as well.",
Robin Soffer,,http://www.kellogg.northwestern.edu/faculty/directory/soffer_robin.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Soffer_Robin_072916.ashx,20180327,ACCOUNTING INFORMATION & MANAGEMENT,,
Ronald A. Dye,Leonard Spacek Professor of Accounting Information & Management,http://www.kellogg.northwestern.edu/faculty/directory/dye_ronald_a.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/dye_ron.ashx,20180327,ACCOUNTING INFORMATION & MANAGEMENT,"Managerial accounting, management compensation, financial disclosure, information economics, economics of standards, auditors",
Ronen Gradwohl,Assistant Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/gradwohl_ronen.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Gradwohl_Ronen_F2009.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,Game theory; Large games; Probability; Protocol design; Fault tolerance,http://www.kellogg.northwestern.edu/faculty/Gradwohl/index.html
Russell Walker,Clinical Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/walker_russell.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/walker_r.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,"Analytics, Artificial Intelligence, Big Data, Data Science, Digital Strategy, Digital Platforms, Data-Driven Marketing, Internet of Things, Risk Management, Enterprise Risk, Operational Risk, Monetization of Data, Customer Privacy, Data Breaches, Banking, International Business Strategy, Sports Analytics, Innovation, Generational Change, Cuba, Hispanic Market, Food Industry, Food Safety",http://www.russellwalkerphd.com
Sally Blount,,http://www.kellogg.northwestern.edu/faculty/directory/blount_sally.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Blount_Sally.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Sanchez-Burks, Jeffrey, Caroline Bartel and Sally Blount. 2009. Performance in intercultural interactions at work: Cross-cultural differences in response to behavioral mirroring. Journal of Applied Psychology.(94): 216-223.",
Sampath Ramesh,Adjunct Professor of Global Management,http://www.kellogg.northwestern.edu/faculty/directory/ramesh_sampath.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Ramesh_Sampesh_1013.ashx,20180327,FINANCE,,
Sandeep Baliga,John L. and Helen Kellogg Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/baliga_sandeep.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Baliga_Sandeep_012817.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,Game-theoretic approach to international relations; game theory; mechanism design; contract theory; theory of the firm;,http://www.kellogg.northwestern.edu/faculty/baliga/htm/research.htm
Sangeeta Vohra,Visiting Clinical Associate Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/vohra_sangeeta.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/vohra_s.ashx,20180327,EXECUTIVE EDUCATION,,
Sanjay Khosla,Senior Fellow and Adjunct Professor of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/khosla_sanjay.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Khosla_Sanjay 01302018.ashx,20180327,MARKETING,"Khosla, Sanjay. 2014. Where to Look for Insight. Harvard Business Review.",https://www.sanjaykhosla.com/
Sara Moreira,Assistant Professor of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/moreira_sara.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Moreira_Sara_111416.ashx,20180327,STRATEGY,,http://www.spmoreira.com
Sarit Markovich,,http://www.kellogg.northwestern.edu/faculty/directory/markovich_sarit.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Markovich_Sarit_13_RGB.ashx,20180327,STRATEGY,"Markovich, Sarit, Neil Gandal and Michael Riordan. Forthcoming. Aint it Suite? Bundling in the PC Office Software Market. Strategic Management Journal.We examine the importance of office suites for the evolution of the PC office software market in the 1990s. An estimated discrete demand choice model reveals a positive correlation of consumer values for spreadsheets and word processors, a bonus value for suites, and advantages for Microsoft products. We employ the estimates to simulate various hypothetical market structures to evaluate the profitability, welfare, and competitive effects of suites under alternative correlation assumptions. We find that greater correlation enhances the profitability of bundling due to the interaction of a market expansion effect and a suite bonus effect. In a partial competition setting in which Lotus sells only a spreadsheet and WordPerfect sells only a word processor, we find that Microsoft’s introduction of the suite increases consumer welfare. Furthermore, while the Lotus and WordPerfect suites gained little market acceptance, a merger that creates a new suite combining the best products of both enhances competition only if the new suite overcomes Microsoft’s unobserved quality advantage.",http://www.kellogg.northwestern.edu/faculty/markovich/index.html
Scott Baker,Assistant Professor of Finance,http://www.kellogg.northwestern.edu/faculty/directory/baker_scott_r.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Baker_Scott_081114.ashx,20180327,FINANCE,"Empirical Macroeconomics, Household Finance , Economics of Uncertainty, Labor",https://sites.google.com/site/srbaker/
Scott Schaefer,Visiting Professor of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/schaefer_scott.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Schaeffer_Scott.ashx,20180327,STRATEGY,"Haynes, Rachel M. and Scott Schaefer. 2009. CEO Pay and the Lake Wobegon Effect. Journal of Financial Economics. 94: 280-290.",
Sean Johnson,Adjunct Lecturer of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/johnson_sean.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Johnson_Sean.ashx,20180327,MARKETING,,http://www.sean-johnson.com
Sergio Rebelo,,http://www.kellogg.northwestern.edu/faculty/directory/rebelo_sergio.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/rebelo_sergio.ashx,20180327,FINANCE,"Business cycles, economic growth, exchange rates",http://www.kellogg.northwestern.edu/faculty/rebelo/htm/research.html
Shana B. Bernstein,,http://www.kellogg.northwestern.edu/faculty/directory/bernstein_shana.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Bernstein_Shana_100214.ashx,20180327,PUBLIC-PRIVATE INTERFACE,"Bernstein, Shana B.. Forthcoming. Health Activism from the Bottom Up: Progressive Era Immigrant Chicagoans' Views on Germ Theory, Environmental Health, and Class Inequality. Journal of the Guilded Age and Progressive Era.",
Shana Carroll,,http://www.kellogg.northwestern.edu/faculty/directory/carroll_shana.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Carroll_Shana.ashx,20180327,ARCHITECTURES OF COLLABORATION,"Carroll, Shana and Sally Blount. ""Overcome Resistance to Change with Two Conversations."" Harvard Business Review.",
Shannon Schuyler,Adjunct Lecturer of Social Impact,http://www.kellogg.northwestern.edu/faculty/directory/schuyler_shannon.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/headshot-shannon-schuyler-166x202.ashx,20180327,PUBLIC-PRIVATE INTERFACE,,
Sidney Levy,,http://www.kellogg.northwestern.edu/faculty/directory/levy_sidney.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/levy_s.ashx,20180327,MARKETING,"Levy, Sidney. 2003. Roots of marketing and Consumer Research at the University of Chicago. Consumption, Markets and Culture.: 99-110.
Reprinted in:


Handbook of Consumer Behavior, edited by Margaret Hogg, Thousand Oaks, CA: Sage Publications, 2005.
The marketing and consumer research fields began to flourish in the late 1940s after World War II. Social Research, Inc. was founded in 1946 by members of the University of Chicago's faculty. Students at the University's interdisciplinary Committee on Human Development and the Departments of Sociology, Anthropology, and Psychology worked at Social Research, Inc., pioneering the application of behavioral methods of research to problems of business and other organizations. This paper traces the transmission of knowledge from the academic setting to the business environment. It notes especially the influence of members of the university faculty and their theories of human behavior on the emerging fields devoted to the study of consumption and culture.",
Sonia Marciano,Visiting Clinical Professor of Excutive Education,http://www.kellogg.northwestern.edu/faculty/directory/marciano_sonia.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/marciano_sonia.ashx,20180327,EXECUTIVE EDUCATION,"Dranove, David and Sonia Marciano. 2005. Kellogg on Strategy. New York, NY: Wiley.",
Sophia Shaw,Adjunct Professor of Social Impact,http://www.kellogg.northwestern.edu/faculty/directory/shaw_sophia.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Shaw_Sophia 01032018 cropped.ashx,20180327,PUBLIC-PRIVATE INTERFACE,,
Stephanie Farsht,Adjunct Lecturer of Innovation & Entrepreneurship,http://www.kellogg.northwestern.edu/faculty/directory/farsht_stephanie.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Farsht_Stephanie_010417.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
Stephen Burnett,Professor Emeritus of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/burnett_stephen.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/burnett_s.ashx,20180327,STRATEGY,Market-driven organizations; the future of management education; executive education as a change mechanism,
Stephen Presser,,http://www.kellogg.northwestern.edu/faculty/directory/presser_stephen.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/presser_s.ashx,20180327,STRATEGY,"American legal history, shareholder liability for corporate debts",http://www.law.northwestern.edu/faculty/profiles/StephenPresser/
Steven L. Franconeri,,http://www.kellogg.northwestern.edu/faculty/directory/franconeri_steven.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Franconeri_Steven_111214.ashx,20180327,ARCHITECTURES OF COLLABORATION,"Visual Thinking & Communication 
Graph Comprehension 
Data Visualization",
Stuart Meyer,Associate Professor Emeritus of Strategy,http://www.kellogg.northwestern.edu/faculty/directory/meyer_stuart.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/meyer_s.ashx,20180327,STRATEGY,,
Sudhakar D. Deshmukh,Professor Emeritus of Operations,http://www.kellogg.northwestern.edu/faculty/directory/deshmukh_sudhakar_d.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Deshmukh_Sid_2162016.ashx,20180327,OPERATIONS,"Applied probability and stochastic optimization models of decisions involving time and uncertainty, with applications in management science and economics",http://www.kellogg.northwestern.edu/faculty/deshmukh/htm/research.htm
Sunil Chopra,,http://www.kellogg.northwestern.edu/faculty/directory/chopra_sunil.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/chopra_s.ashx,20180327,OPERATIONS,"Operations management, network design, combinational optimization",http://www.kellogg.northwestern.edu/faculty/chopra/htm/personal/index.html
Suzanne Muchin,Adjunct Lecturer of Kellogg Architectures of Collaboration,http://www.kellogg.northwestern.edu/faculty/directory/muchin_suzanne.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Muchin_Suzanne 02052018 cropped.ashx,20180327,ARCHITECTURES OF COLLABORATION,,
Swaminathan Sridharan,,http://www.kellogg.northwestern.edu/faculty/directory/sridharan_swaminathan.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/sridharan_s.ashx,20180327,ACCOUNTING INFORMATION & MANAGEMENT,"Valuation of Assets, strategic resource allocation and disclosure management by firms, design of contracts, and information economics",
Tasha Seitz,Adjunct Professor of Social Enterprise,http://www.kellogg.northwestern.edu/faculty/directory/seitz_tasha.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Seitz_Tasha.ashx,20180327,PUBLIC-PRIVATE INTERFACE,,
Terry Fadem,"Adjunct Lecturer of Innovation & Entrepreneurship, KIEI",http://www.kellogg.northwestern.edu/faculty/directory/fadem_terry.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Fadem_Terry 11152017.ashx,20180327,INNOVATION & ENTREPRENEURSHIP,,
Therese J. McGuire,,http://www.kellogg.northwestern.edu/faculty/directory/mcguire_therese.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/McGuire_Therese_111416.ashx,20180327,STRATEGY,"State and local public finance, fiscal decentralization, property taxes, education finance, regional economic development, tax incentives",
Thomas D. Kuczmarski,,http://www.kellogg.northwestern.edu/faculty/directory/kuczmarski_thomas.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/kuczmarski_tom.ashx,20180327,EXECUTIVE EDUCATION,,
Thomas Lys,,http://www.kellogg.northwestern.edu/faculty/directory/lys_thomas.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/lys_t.ashx,20180327,ACCOUNTING INFORMATION & MANAGEMENT,"Stock price consequences of financial reporting standards, changes in capital structure, money supply,corporate disclosures, Risk arbitrage, labor participation in corporate decisions, auditors",
Thomas N. Hubbard,,http://www.kellogg.northwestern.edu/faculty/directory/hubbard_thomas_n.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/hubbard_thomas.ashx,20180327,STRATEGY,"Industrial organization, organizational economics, economics of technology",http://www.kellogg.northwestern.edu/faculty/hubbard/htm/research/index.htm
Thomas O'Toole,,http://www.kellogg.northwestern.edu/faculty/directory/otoole_thomas.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Otoole_Tom 04172017.ashx,20180327,MARKETING,,
Timothy Calkins,Clinical Professor of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/calkins_timothy.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/2016-2017- tenure-line/Calkins_Tim_03172017.ashx,20180327,MARKETING,"Research interests include branding, marketing strategy and marketing in the biomedical industry.",http://timcalkins.com/
Timothy Feddersen,,http://www.kellogg.northwestern.edu/faculty/directory/feddersen_timothy.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/feddersen_t.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,Professor Feddersen's research centers on the manner in which elections aggregate dispersed information; the linkage between information and participation in elections; modeling ethically motivated agents in games; bargaining in legislatures; and the informal role of activists in the economy. He is currently investigating the impact of money in politics on the emergence of income inequality as well as the value of transparency in advisory committees.,http://www.kellogg.northwestern.edu/faculty/fedderse/homepage/index.htm
Timothy Rivelli,Adjunct Lecturer of Business Law,http://www.kellogg.northwestern.edu/faculty/directory/rivelli_tim.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Rivelli_Tim_122215.ashx,20180327,STRATEGY,,
Todd Pulvino,Adjunct Professor of Executive Education,http://www.kellogg.northwestern.edu/faculty/directory/pulvino_todd.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/pulvino_todd.ashx,20180327,EXECUTIVE EDUCATION,"Pulvino, Todd, Vladimir Gatchev and Vefa Tarhan. 2010. The Interdependent and Intertemporal Nature of Financial Decisions: an Application to Cash Flow Sensitivities. Journal of Finance. 65(2): 725-763.",
Torben Andersen,,http://www.kellogg.northwestern.edu/faculty/directory/andersen_torben.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/andersen_t.ashx,20180327,FINANCE,"Financial Econometrics, Asset Pricing, Empirical Finance, International Finance, Market Microstructure",
Troy Henikoff,Adjunct Lecturer of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/henikoff_troy.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Henikoff_Troy.ashx,20180327,MARKETING,,
Tyronne Stoudemire,Adjunct Lecturer of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/stoudemire_tyronne.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Stoudemire_Tyronne2.ashx,20180327,MANAGEMENT & ORGANIZATIONS,,
Ulf Bockenholt,John D. Gray Professor of Marketing,http://www.kellogg.northwestern.edu/faculty/directory/bockenholt_ulf.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Bockenholt_Ulf_F2009.ashx,20180327,MARKETING,"Bockenholt, Ulf, Jane Holl and Allen Heineman. 2017. Qualitative Development of a Discrete Choice Experiment for Physical Activity Interventions to Improve Knee Osteoarthritis. Archives of physical medicince and rehabilitation.(98): 1210-1216.Objective

To describe the qualitative process used to develop attributes and attribute levels for inclusion in a discrete choice experiments (DCE) for older adult physical activity interventions.

Design

Five focus groups (n=41) were conducted, grounded in the Health Action Process Approach framework. Discussion emphasized identification and prioritization attributes for a DCE on physical activity. Semi-structured interviews (n=6) investigated attribute levels and lay-language for the DCE. A focus group with physical activity researchers and health care providers was the final stakeholder group used to establish a comprehensive approach for the generation of attributes and levels. A DCE pilot test (n=8) was then conducted with individuals of the target patient population. All transcripts were analyzed using a constant comparative approach.",
Victoria Medvec,,http://www.kellogg.northwestern.edu/faculty/directory/medvec_victoria.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/medvec_victoria_2013.ashx,20180327,MANAGEMENT & ORGANIZATIONS,Judgment and decision-making with a particular emphasis on how people feel about the decisions they have made; research in both independent decision-making and interdependent decisions within the context of negotiations.,http://medvec.socialpsychology.org/
Viktor Todorov,,http://www.kellogg.northwestern.edu/faculty/directory/todorov_viktor.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/todorov_v.ashx,20180327,FINANCE,"Asset pricing, econometrics, applied probability",http://www.kellogg.northwestern.edu/faculty/todorov/htm
Walter Scott,,http://www.kellogg.northwestern.edu/faculty/directory/scott_walter.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/scott_w.ashx,20180327,STRATEGY,"Donnelly, Anne Cohn, Walter Scott, Kathy Shaw, Millie Gong, Lydia Morris and Michael Roark. 1996. The Whitney Clinic. Case 5-208-255 (KEL428).This case describes a community-based healthcare clinic and the issues facing the management and board of directors. The issues raised are common problems faced by all types of nonprofit organizations: insufficient fundraising and marketing policies to guide board decision making, confusion over staff and board roles in decision making, poorly thought-out bylaws that contribute to the confusion over board and staff roles, the challenge of harnessing the diverse backgrounds and opinions of a community-based board of directors, and lack of sound financial planning.",
Wendy Kritt,,http://www.kellogg.northwestern.edu/faculty/directory/kritt_wendy.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Kritt_Wendy_111416.ashx,20180327,EXECUTIVE EDUCATION,,
William Breen,Professor Emeritus of Finance,http://www.kellogg.northwestern.edu/faculty/directory/breen_william.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/breen_w.ashx,20180327,FINANCE,"Breen, William, Laurie Hodrick and Robert Korajczyk. 2002. Predicting Equity Liquidity. Management Science. 48(4): 470-483.In this paper we quantify equity liquidity using a measure of price impact, the change in a firm's stock price associated with its observed net trading volume and relate the measured price impact to a set of predetermined firm characteristics that serve as proxies for the severity of adverse selection in the equity market, the non-information based costs of making a market in the stock, and the extent of shareholder heterogeneity; and compare, out-of-sample, our characteristic-based estimates of price impact to actual price impacts. Increasing the magnitude of net turnover during a 5-minute interval by 0.1% of the shares outstanding produces an average incremental price effect of 2.65% for NYSE and AMEX listed firms and 1.85% for NASDAQ firms. These averages, however, mask considerable cross-sectional variation. We present evidence that liquidity varies cross-sectionally as a function of predetermined firm characteristics as predicted by theories based on adverse selection, market making costs, and shareholder heterogeneity. We also find intra-day patterns, with the price impact being higher at the beginning and end of the trading day relative to the middle of the day. For a large set of institutional trades we examine the relation between actual price impact and that predicted out-of-sample using the cross sectional relation between firm characteristics and price impact. We find numerous aspects of trade execution which are significantly related to the price impact forecast error in intuitive ways: for example, the predicted price impact overestimates the actual price impact for very large trades, for trades executed in a more patient manner, and for trades where the institution pays higher commissions.",
William Emmanuel Pariente,Visiting Professor of Kellogg Public-Private Interface,http://www.kellogg.northwestern.edu/faculty/directory/pariente_william.aspx,,20180327,PUBLIC-PRIVATE INTERFACE,,https://perso.uclouvain.be/william.pariente/
William Garrett,,http://www.kellogg.northwestern.edu/faculty/directory/garrett_william.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Garrett_William_111416.ashx,20180327,EXECUTIVE EDUCATION,,
William Michael Bennett,Adjunct Lecturer of Real Estate,http://www.kellogg.northwestern.edu/faculty/directory/bennett_william.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Bennett_William_2012.ashx,20180327,FINANCE,"Akason, Denise and William Bennett. 2014. Hemisphere Development LLC: Betting on a Brownfield. Case 5-413-753 (KEL799).The case puts students in the shoes of Todd Davis, founder and CEO of a boutique brownfield redevelopment firm, Hemisphere Development, in 2010. Davis is wrestling with decisions and processes surrounding the potential acquisition and redevelopment of the former Delphi Automotive plant in Columbus, Ohio. When making the investment decision, Davis (and students) must consider various factors: What is Hemisphere's implicit investment strategy, and what are the firm's core competencies? How should the firm finance this transaction to achieve an acceptable return?
In addition to presenting a brownfield and strategy exercise, this case exposes students to concepts and terminologies used in real estate and environmental projects, including brownfields, public-private partnerships, and creative financing. Finally, the case highlights real-life examples of balancing risk and return.",
William Ocasio,John L. and Helen Kellogg Professor of Management & Organizations,http://www.kellogg.northwestern.edu/faculty/directory/ocasio_william.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Ocasio_William_RGB14.ashx,20180327,MANAGEMENT & ORGANIZATIONS,"Political dynamics in organizations, corporate governance and control, organizational attention and decision-making, organizational change",
William White,,http://www.kellogg.northwestern.edu/faculty/directory/white_william.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/White_William_2012.ashx,20180327,OPERATIONS,,http://williamjwhite.com/
Wojciech Olszewski,,http://www.kellogg.northwestern.edu/faculty/directory/olszewski_wojciech.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/Olszewski_Wojciech.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,,
Yuval Salant,Associate Professor of Managerial Economics & Decision Sciences,http://www.kellogg.northwestern.edu/faculty/directory/salant_yuval.aspx,http://www.kellogg.northwestern.edu/~/media/Images/faculty/headshot/salant_y.ashx,20180327,MANAGERIAL ECONOMICS & DECISION SCIENCES,Click here for Professor Salant's research page.,http://www.kellogg.northwestern.edu/Faculty/salant/personal/index.html
